date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:59:13	328/328	---M-Z	200	added ('OK')	text/css	etag:%22148-64319c2c-2d21d2;gz%22	https://thuocnam.autowebsite.vn/wp-content/themes/flatsome/assets/css/fl-icons.css?ver=3.12	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/themes/flatsome/assets/css/fl-iconsae34.css	(from https://thuocnam.autowebsite.vn/)
23:59:13	173029/173029	---M-Z	200	added ('OK')	text/css	etag:%222a3e5-64319c2c-2d21d9;gz%22	https://thuocnam.autowebsite.vn/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.13.1	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/themes/flatsome/assets/css/flatsome2916.css	(from https://thuocnam.autowebsite.vn/)
23:59:13	23762/23762	---M-Z	200	added ('OK')	text/css	etag:%225cd2-64319c2c-2d21ca;gz%22	https://thuocnam.autowebsite.vn/wp-content/themes/flatsome/assets/css/flatsome-shop.css?ver=3.13.1	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/themes/flatsome/assets/css/flatsome-shop2916.css	(from https://thuocnam.autowebsite.vn/)
23:59:14	27080/27080	---M-Z	200	added ('OK')	text/css	etag:%2269c8-64319c2b-2d1aef;gz%22	https://thuocnam.autowebsite.vn/wp-content/themes/web2s-vn/style.css?ver=3.13.1	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/themes/web2s-vn/style2916.css	(from https://thuocnam.autowebsite.vn/)
23:59:14	89521/89521	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215db1-64319c2c-2d2758;gz%22	https://thuocnam.autowebsite.vn/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-includes/js/jquery/jquery.minaf6c.js	(from https://thuocnam.autowebsite.vn/)
23:59:14	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-64319c2c-2d2750;gz%22	https://thuocnam.autowebsite.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://thuocnam.autowebsite.vn/)
23:59:15	92036/92036	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Oct%202023%2022:21:17%20GMT	https://thuocnam.autowebsite.vn/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-json/wp/v2/pages/2.json	(from https://thuocnam.autowebsite.vn/)
23:59:15	852/852	---M-Z	200	added ('OK')	text/xml	date:Tue,%2017%20Oct%202023%2022:21:18%20GMT	https://thuocnam.autowebsite.vn/xmlrpc.php?rsd	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/xmlrpc0db0.php	(from https://thuocnam.autowebsite.vn/)
23:59:15	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-64319c2c-2d27b4;gz%22	https://thuocnam.autowebsite.vn/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-includes/wlwmanifest.xml	(from https://thuocnam.autowebsite.vn/)
23:59:18	2389/2389	---M--	200	added ('OK')	application/json	date:Tue,%2017%20Oct%202023%2022:21:18%20GMT	https://thuocnam.autowebsite.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthuocnam.autowebsite.vn%2F	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-json/oembed/1.0/embed1eb5.json	(from https://thuocnam.autowebsite.vn/)
23:59:18	1173854/1173854	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Oct%202023%2022:21:18%20GMT	https://thuocnam.autowebsite.vn/wp-json/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-json/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:18	2476/2476	---M-Z	200	added ('OK')	text/xml	date:Tue,%2017%20Oct%202023%2022:21:21%20GMT	https://thuocnam.autowebsite.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthuocnam.autowebsite.vn%2F&format=xml	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-json/oembed/1.0/embed9b9b	(from https://thuocnam.autowebsite.vn/)
23:59:18	1697/1697	---M--	200	added ('OK')	image/png	etag:%226a1-64319c2b-2d18c7;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/cropped-logo-PQA_3-32x32.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/cropped-logo-PQA_3-32x32.png	(from https://thuocnam.autowebsite.vn/)
23:59:19	27507/27507	---M--	200	added ('OK')	image/png	etag:%226b73-64319c2b-2d184d;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/cropped-logo-PQA_3-192x192.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/cropped-logo-PQA_3-192x192.png	(from https://thuocnam.autowebsite.vn/)
23:59:19	25108/25108	---M--	200	added ('OK')	image/png	etag:%226214-64319c2b-2d1890;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/cropped-logo-PQA_3-180x180.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/cropped-logo-PQA_3-180x180.png	(from https://thuocnam.autowebsite.vn/)
23:59:19	53408/53408	---M--	200	added ('OK')	image/png	etag:%22d0a0-64319c2a-2d1813;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/logo-PQA_3.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/logo-PQA_3.png	(from https://thuocnam.autowebsite.vn/)
23:59:19	131226/131226	---M--	200	added ('OK')	image/jpeg	etag:%222009a-64319c2a-2d17b1;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/logo.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/logo.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:20	155700/155700	---M--	200	added ('OK')	image/jpeg	etag:%2226034-64319c2b-2d18a9;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/logo2.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/logo2.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:20	49263/49263	---M--	200	added ('OK')	image/jpeg	etag:%22c06f-64319c2b-2d1938;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-ngoc15822737172.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-ngoc15822737172.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:20	12906/12906	---M--	200	added ('OK')	image/jpeg	etag:%22326a-64319c2b-2d1907;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn1.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn1.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:20	13654/13654	---M--	200	added ('OK')	image/jpeg	etag:%223556-64319c2b-2d1895;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn2.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn2.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:20	60846/60846	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:23%20GMT	https://thuocnam.autowebsite.vn/tai-khoan/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/tai-khoan/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:20	13654/13654	---M--	200	added ('OK')	image/jpeg	etag:%223556-64319c2b-2d1934;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn3.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn3.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:20	12674/12674	---M--	200	added ('OK')	image/jpeg	etag:%223182-64319c2b-2d187a;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn4.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/dn4.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:21	1772/1772	---M--	200	added ('OK')	image/png	etag:%226ec-64319c2b-2d183e;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_news.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_news.png	(from https://thuocnam.autowebsite.vn/)
23:59:21	44564/44564	---M--	200	added ('OK')	image/jpeg	etag:%22ae14-64319c2b-2d190c;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-sang-da-ngoc-to-nu15822737442.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-sang-da-ngoc-to-nu15822737442.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:21	31286/31286	---M--	200	added ('OK')	image/jpeg	etag:%227a36-64319c2b-2d1932;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngo-thu-du15822737362.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngo-thu-du15822737362.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:21	75216/75216	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:24%20GMT	https://thuocnam.autowebsite.vn/gioi-thieu/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/gioi-thieu/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:21	1696/1696	---M--	200	added ('OK')	image/png	etag:%226a0-64319c2b-2d18ae;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/lo-thuoc-icon.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/lo-thuoc-icon.png	(from https://thuocnam.autowebsite.vn/)
23:59:22	13928/13928	---M--	200	added ('OK')	image/jpeg	etag:%223668-64319c2b-2d18e1;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-sang-da-ngoc-to-nu15822737431-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-sang-da-ngoc-to-nu15822737431-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:22	14835/14835	---M--	200	added ('OK')	image/jpeg	etag:%2239f3-64319c2b-2d192e;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngoc-to-nu15822737391-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngoc-to-nu15822737391-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:22	15514/15514	---M--	200	added ('OK')	image/jpeg	etag:%223c9a-64319c2b-2d1892;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngo-thu-du15822737338-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngo-thu-du15822737338-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:22	81921/81921	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:25%20GMT	https://thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:22	18982/18982	---M--	200	added ('OK')	image/jpeg	etag:%224a26-64319c2b-2d183f;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-mat-nhan15822737287-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-mat-nhan15822737287-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:22	12778/12778	---M--	200	added ('OK')	image/jpeg	etag:%2231ea-64319c2b-2d193b;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hoang-ngan-kieu15822737280-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hoang-ngan-kieu15822737280-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:23	17823/17823	---M--	200	added ('OK')	image/jpeg	etag:%22459f-64319c2b-2d1886;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hai-tao-ngoc-ho15822737225-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hai-tao-ngoc-ho15822737225-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:23	17600/17600	---M--	200	added ('OK')	image/jpeg	etag:%2244c0-64319c2b-2d18c2;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-thanh15822737184-1-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-thanh15822737184-1-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:23	13553/13553	---M--	200	added ('OK')	image/jpeg	etag:%2234f1-64319c2b-2d1832;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-ngoc15822737161-247x296.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-ngoc15822737161-247x296.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:23	81965/81965	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:27%20GMT	https://thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/tieu-hoa/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/tieu-hoa/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:23	30921/30921	---M--	200	added ('OK')	image/jpeg	etag:%2278c9-64319c2b-2d1917;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video4.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video4.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:24	36956/36956	---M--	200	added ('OK')	image/jpeg	etag:%22905c-64319c2b-2d18f9;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video3.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video3.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:24	37340/37340	---M--	200	added ('OK')	image/jpeg	etag:%2291dc-64319c2b-2d1876;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video1.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video1.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:24	79020/79020	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:28%20GMT	https://thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/ho-hap/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/ho-hap/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:24	73095/73095	---M--	200	added ('OK')	image/jpeg	etag:%2211d87-64319c2b-2d184a;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video2.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video2.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:25	55401/55401	---M--	200	added ('OK')	image/jpeg	etag:%22d869-64319c2a-2d17f0;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hai-tao-ngoc-ho15822737225.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hai-tao-ngoc-ho15822737225.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:25	588/588	---M--	200	added ('OK')	image/png	etag:%2224c-64319c2b-2d1898;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_gan.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_gan.png	(from https://thuocnam.autowebsite.vn/)
23:59:25	3347/3347	---M--	200	added ('OK')	image/png	etag:%22d13-64319c2a-2d17cf;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_tri11.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_tri11.png	(from https://thuocnam.autowebsite.vn/)
23:59:25	608/608	---M--	200	added ('OK')	image/png	etag:%22260-64319c2b-2d18c8;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_daitrang1.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_daitrang1.png	(from https://thuocnam.autowebsite.vn/)
23:59:25	79147/79147	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:29%20GMT	https://thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/thanh-nhiet-giai-doc/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/thanh-nhiet-giai-doc/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:25	586/586	---M--	200	added ('OK')	image/png	etag:%2224a-64319c2a-2d17f9;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_daday.png	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/icon_daday.png	(from https://thuocnam.autowebsite.vn/)
23:59:26	29196/29196	---M--	200	added ('OK')	image/jpeg	etag:%22720c-64319c2b-2d18f6;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/img6.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/img6.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:26	37084/37084	---M--	200	added ('OK')	image/jpeg	etag:%2290dc-64319c2b-2d18d4;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/img5.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/img5.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:26	17454/17454	---M--	200	added ('OK')	image/jpeg	etag:%22442e-64319c2b-2d18af;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/img4.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/img4.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:26	79051/79051	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:30%20GMT	https://thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/xuong-khop/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/xuong-khop/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:26	13186/13186	---M--	200	added ('OK')	image/jpeg	etag:%223382-64319c2a-2d17c4;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-sang-da-ngoc-to-nu15822737442-300x200.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-sang-da-ngoc-to-nu15822737442-300x200.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:26	10149/10149	---M--	200	added ('OK')	image/jpeg	etag:%2227a5-64319c2b-2d18f2;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngo-thu-du15822737362-300x200.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-ngo-thu-du15822737362-300x200.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:27	16153/16153	---M--	200	added ('OK')	image/jpeg	etag:%223f19-64319c2b-2d18dc;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-ngoc15822737172-300x200.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-dang-ngoc15822737172-300x200.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:27	19375/19375	---M--	200	added ('OK')	image/jpeg	etag:%224baf-64319c2b-2d18bd;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hai-tao-ngoc-ho15822737225-300x232.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/pqa-hai-tao-ngoc-ho15822737225-300x232.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:27	11315/11315	---M--	200	added ('OK')	image/jpeg	etag:%222c33-64319c2a-2d17db;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video4-300x157.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video4-300x157.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:27	79039/79039	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2022:21:31%20GMT	https://thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/than-kinh/	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/category/cam-nang-suc-khoe/than-kinh/index.html	(from https://thuocnam.autowebsite.vn/)
23:59:27	13045/13045	---M--	200	added ('OK')	image/jpeg	etag:%2232f5-64319c2a-2d1821;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video3-300x149.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video3-300x149.jpg	(from https://thuocnam.autowebsite.vn/)
23:59:28	13490/13490	---M--	200	added ('OK')	image/jpeg	etag:%2234b2-64319c2b-2d18d7;;;%22	https://thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video1-300x168.jpg	C:/My%20Web%20Sites/thuocnam/thuocnam.autowebsite.vn/wp-content/uploads/2020/06/video1-300x168.jpg	(from https://thuocnam.autowebsite.vn/)
